,implementation,language,index,timestamp_start,timestamp_end,elapsed_time,ratio_elapsed
21,c++ nbabel.org,cpp,10,1611582004.3535423,1611582147.349046,142.9954983810003,3.112952136028091
3,c++ nbabel.org,cpp,1,1611580362.9694538,1611580505.8392277,142.86977077900065,3.110215098767242
17,fortran nbabel.org,fortran,8,1611581686.7082398,1611581754.5965788,67.88833468399935,1.4779006252551052
35,fortran nbabel.org,fortran,17,1611583334.0139163,1611583401.8757806,67.86186125500171,1.47732430978868
19,julia nbabel.org,julia,9,1611581817.5616524,1611581888.261333,70.6996767060009,1.539102364132069
1,julia nbabel.org,julia,0,1611580176.3524241,1611580247.0489795,70.69655207100004,1.5390343421361994
29,julia optimized,julia,14,1611582746.4327276,1611582782.8750315,36.44230116200015,0.7933336400686335
11,julia optimized,julia,5,1611581105.3851388,1611581141.8998768,36.51473510100004,0.794910496596871
27,numba,py,13,1611582642.4953935,1611582708.3129866,65.81758985899978,1.4328213773127938
9,numba,py,4,1611581001.3401334,1611581067.26286,65.92272342499928,1.4351100910314198
23,pypy,py,11,1611582296.8791153,1611582470.240279,173.36116018100074,3.7739998811141544
5,pypy,py,2,1611580656.8805263,1611580828.9538217,172.073292391,3.7459635384796277
7,pypy map-improvements,py,3,1611580880.3820014,1611580932.975734,52.59372944900042,1.1449434722324305
25,pypy map-improvements,py,12,1611582521.6733716,1611582574.2104445,52.53706998200141,1.1437100193558174
31,pythran,py,15,1611582832.122386,1611582878.2060456,46.08365661799871,1.0032219120825492
13,pythran,py,6,1611581190.825527,1611581236.7611866,45.935655972999484,1.0
33,pythran high-level jit,py,16,1611583065.0053844,1611583274.1797519,209.17436308000106,4.5536383153633775
15,pythran high-level jit,py,7,1611581419.4596229,1611581626.8454123,207.38578609899923,4.514701743257972
32,sleep(t_sleep_before),py,16,1611583058.9992342,1611583063.0033119,4.0040694780000194,0.08716691626987043
30,sleep(t_sleep_before),py,15,1611582826.1162248,1611582830.1203072,4.004084640999281,0.0871672463620165
28,sleep(t_sleep_before),julia,14,1611582740.4265568,1611582744.4306366,4.004082529001607,0.08716720038471132
26,sleep(t_sleep_before),py,13,1611582636.489228,1611582640.4933088,4.004081858000063,0.08716718577728862
24,sleep(t_sleep_before),py,12,1611582515.6671643,1611582519.6712754,4.004111467000257,0.0871678303528273
4,sleep(t_sleep_before),py,2,1611580650.8743145,1611580654.8784397,4.004128368999773,0.08716819830228088
20,sleep(t_sleep_before),cpp,10,1611581998.3473773,1611582002.3514621,4.004087045999768,0.08716729871787027
2,sleep(t_sleep_before),cpp,1,1611580356.9632852,1611580360.9673593,4.004075421999914,0.08716704566825974
18,sleep(t_sleep_before),julia,9,1611581811.5553737,1611581815.559525,4.004151344999627,0.08716869848017904
34,sleep(t_sleep_before),fortran,17,1611583328.0077417,1611583332.0118217,4.004083261999767,0.08716721634177439
16,sleep(t_sleep_before),fortran,8,1611581680.7020729,1611581684.7061627,4.004092319999472,0.08716741353063592
14,sleep(t_sleep_before),py,7,1611581413.4534655,1611581417.4575422,4.00407987500148,0.08716714260823961
12,sleep(t_sleep_before),py,6,1611581184.819336,1611581188.823412,4.004066974000125,0.087166861758841
10,sleep(t_sleep_before),julia,5,1611581099.3789582,1611581103.3830483,4.004093090000424,0.08716743029323429
8,sleep(t_sleep_before),py,4,1611580995.3339386,1611580999.3380258,4.004089403999387,0.08716735005053483
6,sleep(t_sleep_before),py,3,1611580874.3758502,1611580878.379924,4.004075561999343,0.0871670487159887
22,sleep(t_sleep_before),py,11,1611582290.8728886,1611582294.8770113,4.004123618000449,0.08716809487501458
0,sleep(t_sleep_before),julia,0,1611580170.3462157,1611580174.3503432,4.004130234000513,0.08716823890256624
